DEPOSIT_NAME,CRITICAL_MINERAL,DEPOSIT_TYPE,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Gaiskoye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.463,58.488,Russia,
Ishkinino,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.45,58.283,Russia,
Ivanovskoe,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,52.45,57.917,Russia,
Komsomolskoye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.23,56.97,Russia,
Letneye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,51.06,59.37,Russia,
Sibaiskoye,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,52.7,58.63,Russia,
Kure,Cobalt,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,41.808,33.692,Turkey,
Turner Albright,Cobalt; Gallium,Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide,42,-123.757,United States of America,Oregon
Goroblagodat,Cobalt,Co in Fe-Cu-Co skarn,61.417,60.5,Russia,
Magnitogorsk,Cobalt; Gallium,Co in Fe-Cu-Co skarn; Ga in Kuroko Massive Sulfide,53.417,59.1,Russia,
Cornwall,Cobalt,Co in Fe-Cu-Co skarn,40.267,-76.4,United States of America,Pennsylvania
Cobalt-Gowganda,Cobalt,Polymetallic (Ag-Ni-Co-As-Bi),47.396,-79.686,Canada,
Bou Azzer,Cobalt,Polymetallic (Ag-Ni-Co-As-Bi),30.53,-6.91,Morocco,
Karakul,Cobalt,Polymetallic (Ag-Ni-Co-As-Bi),49.91,89.55,Russia,
Bell Creek-Neck-Minnamoolka,Cobalt,Ni-Co laterite,-18.137,144.789,Australia,
Cawse,Cobalt,Ni-Co laterite,-30.37777778,121.1538889,Australia,
Claude Hills,Cobalt,Ni-Co laterite,-26,129.3,Australia,
Greenvale-Kokomo-Lucknow,Cobalt,Ni-Co laterite,-18.97027778,144.9347222,Australia,
Kalgoorlie Nickel,Cobalt,Ni-Co laterite,-30.1,121.05,Australia,
Marlborough,Cobalt,Ni-Co laterite,-23.00833333,149.8916667,Australia,
Murrin Murrin,Cobalt,Ni-Co laterite,-28.76777778,121.8911111,Australia,
Ora Banda,Cobalt,Ni-Co laterite,-30.23972222,120.9955556,Australia,
Ravensthorpe,Cobalt,Ni-Co laterite,-33.64638889,120.3947222,Australia,
Summervale/Westlynn,Cobalt,Ni-Co laterite,-31.546,147.165,Australia,
Weld Range,Cobalt,Ni-Co laterite,-26.82,117.75,Australia,
Wingellina,Cobalt,Ni-Co laterite,-26.06444444,128.9691667,Australia,
Yerilla,Cobalt,Ni-Co laterite,-29.726,122.036,Australia,
Young,Cobalt,Ni-Co laterite,-35.767,148.817,Australia,
Jacaré,Cobalt,Ni-Co laterite,-6.213055555,-52.86305556,Brazil,
Niquelandia,Cobalt,Ni-Co laterite,-14.35333333,-48.39583333,Brazil,
Santa Fe,Cobalt,Ni-Co laterite,-15.66888889,-51.12,Brazil,
Serra do Tapa,Cobalt,Ni-Co laterite,-6.846111111,-49.325,Brazil,
Vale dos Sonhos,Cobalt,Ni-Co laterite,-6.968888889,-49.25944444,Brazil,
Vermelho,Cobalt,Ni-Co laterite,-6.236388889,-49.75027778,Brazil,
Vila Oito,Cobalt,Ni-Co laterite,-7.7875,-49.35111111,Brazil,
Musongati,Cobalt,Ni-Co laterite,-3.787222222,30.18777778,Burundi,
Nyabikere,Cobalt,Ni-Co laterite,-3.276388889,30.09,Burundi,
Waga,Cobalt,Ni-Co laterite,-3.561944445,29.91083333,Burundi,
Nkamouna,Cobalt,Ni-Co laterite,3.266388889,13.81305556,Cameroon,
Moa,Cobalt,Ni-Co laterite,20.6025,-74.955,Cuba,
Nicaro,Cobalt,Ni-Co laterite,20.62611111,-75.54277778,Cuba,
Pinares de Mayari,Cobalt,Ni-Co laterite,20.53916667,-75.71861111,Cuba,
Punta Gorda,Cobalt,Ni-Co laterite,20.62583333,-74.89222222,Cuba,
Sechol,Cobalt,Ni-Co laterite,15.43305556,-89.66444444,Guatemala,
Bhimatangar,Cobalt,Ni-Co laterite,21.01333333,85.73944444,India,
Kansa,Cobalt,Ni-Co laterite,21.05861111,85.85638889,India,
Saruabil,Cobalt,Ni-Co laterite,21.05472222,85.81694444,India,
Gag Island,Cobalt,Ni-Co laterite,-0.452222222,129.8822222,Indonesia,
Halmahera/Weda Bay,Cobalt,Ni-Co laterite,-0.494722222,127.9422222,Indonesia,
La Sampala,Cobalt,Ni-Co laterite,-2.703888889,121.9277778,Indonesia,
Tiuba-Biankouma,Cobalt,Ni-Co laterite,7.743888889,-7.615555555,Côte d’Ivoire,
Gornostai,Cobalt,Ni-Co laterite,50.61222222,78.75527778,Kazakhstan,
Kempirsai,Cobalt,Ni-Co laterite,50.33666667,58.28027778,Kazakhstan,
Cikatova,Cobalt,Ni-Co laterite,42.22361111,21.25583333,Kosovo,Serbia
Glavica,Cobalt,Ni-Co laterite,42.54361111,21.00972222,Kosovo,Serbia
Ržanovo,Cobalt,Ni-Co laterite,41.17055556,21.98777778,Macedonia,
Ambatovy,Cobalt,Ni-Co laterite,-18.86777778,48.35305556,Madagascar,
Analamay,Cobalt,Ni-Co laterite,-18.84555556,48.37083333,Madagascar,
Tavai,Cobalt,Ni-Co laterite,5.584,117.333,Malaysia,
Goro,Cobalt,Ni-Co laterite,-22.30472222,166.9322222,New Caledonia,
Kouaoua,Cobalt,Ni-Co laterite,-21.41527778,165.7386111,New Caledonia,
Nakety,Cobalt,Ni-Co laterite,-21.51388889,166.0522222,New Caledonia,
Nepoui,Cobalt,Ni-Co laterite,-21.22166667,165.0416667,New Caledonia,
Thio,Cobalt,Ni-Co laterite,-21.61527778,166.1819444,New Caledonia,
Tiébaghi,Cobalt,Ni-Co laterite,-20.44472222,164.2172222,New Caledonia,
Mambare,Cobalt,Ni-Co laterite,-9,147.7,Papua New Guinea,
Ramu,Cobalt,Ni-Co laterite,-5.525555556,145.1875,Papua New Guinea,
Wowo Gap,Cobalt,Ni-Co laterite,-9.682777778,148.9605556,Papua New Guinea,
Acoje/Zambales,Cobalt,Ni-Co laterite,15.72416667,120.0413889,Philippines,
Agata/Bolobolo/Karihatag,Cobalt,Ni-Co laterite,9.284166667,125.5227778,Philippines,
Berong,Cobalt,Ni-Co laterite,9.391111111,118.1433333,Philippines,
Cagdianao,Cobalt,Ni-Co laterite,9.918055556,125.6647222,Philippines,
Ipilan,Cobalt,Ni-Co laterite,8.9675,117.975,Philippines,
Mindoro,Cobalt,Ni-Co laterite,12.94222222,121.0661111,Philippines,
Nonoc,Cobalt,Ni-Co laterite,9.842777778,125.6194444,Philippines,
Rio Tuba,Cobalt,Ni-Co laterite,8.587,117.405,Philippines,
Taganaan,Cobalt,Ni-Co laterite,9.775,125.717,Philippines,
Taganito/Adlay,Cobalt,Ni-Co laterite,9.528888889,125.8275,Philippines,
Guanajibo,Cobalt,Ni-Co laterite,18.12638889,-67.15777778,Puerto Rico,
Las Mesas,Cobalt,Ni-Co laterite,18.19194444,-67.10055556,Puerto Rico,
Akkermanov,Cobalt,Ni-Co laterite,51.20694444,58.23,Russia,
Buruktal,Cobalt,Ni-Co laterite,50.84694444,60.83444444,Russia,
Cheremshanskoe,Cobalt,Ni-Co laterite,56.12361111,60.29638889,Russia,
Lipovskoe,Cobalt,Ni-Co laterite,57.43388889,61.11,Russia,
Rogozhinskoe,Cobalt,Ni-Co laterite,56.16916667,60.26361111,Russia,
Serovskoe,Cobalt,Ni-Co laterite,59.71388889,60.55888889,Russia,
Sinarskoe,Cobalt,Ni-Co laterite,56.06861111,60.39611111,Russia,
Rudjinci,Cobalt,Ni-Co laterite,43.58666667,20.84027778,Serbia,
Isabela Island,Cobalt,Ni-Co laterite,-8.386944444,159.7138889,Solomon Islands,
Dutwa,Cobalt,Ni-Co laterite,-3.665,33.421,Tanzania,
Çaldag,Cobalt,Ni-Co laterite,38.61638889,27.76916667,Turkey,
Clarion-Clipperton zone,Cobalt; Manganese,Sea-floor Fe-Mn(-Ni-Cu-Co-Mo) nodules and crusts,10,-140,Pacific Ocean,
Cook Islands EEZ,Cobalt,Sea-floor Fe-Mn(-Ni-Cu-Co-Mo) nodules,-10,-170,Pacific Ocean,
Pioneer,Cobalt,Sea-floor Fe-Mn(-Ni-Cu-Co-Mo) nodules,-14,74,Indian Ocean,
Prime crust zone,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,15,160,Pacific Ocean,
Nameless,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,35.2,-15,Atlantic Ocean,
Unicorn,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,34.6,-14.5,Atlantic Ocean,
MTR,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,36,-15,Atlantic Ocean,
Afanasiy-Nikitin seamount,Cobalt,Sea-floor Fe-Mn(-Co-Mo-REE) crusts,-3,83,Indian Ocean,
Kimwarer,Fluorite,"Alkaline-volcanic-related epithermal veins, breccia-fills, and carbonate replacements",0.3334,35.627,Kenya,
El Hammam,Fluorite,Tin-granite-related,33.5578,-5.8081,Morocco,
Jebel Tirremi,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,34.4427,-2.997,Morocco,
Canxixe area,Fluorite,Deposit type unclassified,-17.5779,34.3103,Mozambique,
Chioco-Djanguire area,Fluorite,Deposit type unclassified,-16.4,32.5833,Mozambique,
Macossa,Fluorite,Deposit type unclassified,-17.9333,34.2,Mozambique,
Mount Muambe,Fluorite,Carbonatite-Related F,-16.317,34.083,Mozambique,
Okorusu,Fluorite,Carbonatite-Related F,-20.0667,16.7667,Namibia,
Buffalo,Fluorite,Tin-granite-related,-24.4815,28.6584,South Africa,
Hlabisa,Fluorite,Deposit type unclassified,-28.1333,31.9,South Africa,
Vergenoeg,Fluorite,Tin-granite-related,-25.2553,28.5811,South Africa,
Marico district,Fluorite,Mississippi Valley-type F,-25.717,26.092,South Africa,
Zwartkloof,Fluorite,Tin granite,-24.8577,28.1707,South Africa,
Jebel Semeih (J. Sumayh),Fluorite,Deposit type unclassified,12.7316,30.8371,Sudan,
Hammam Zriba,Fluorite,Salt-Related Carbonate-Hosted F,36.3415,10.2044,Tunisia,
Badu,Fluorite,"Related to volcanics of ""normal evolution""",28.025,118.9008,China,
Chenlou,Fluorite,Deposit type unclassified,33.7667,112.0833,China,
Donggangshan,Fluorite,"Related to volcanics of ""normal evolution""",29.1833,112.9833,China,
Houshu,Fluorite,"Related to volcanics of ""normal evolution""",28.9167,119.7,China,
Huahe,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,31.4,114.5667,China,
Huayuan district,Fluorite,Mississippi Valley-type F,28.5853,109.4739,China,
Hushan,Fluorite,"Related to volcanics of ""normal evolution""",28.6667,118.9333,China,
Jianshan,Fluorite,"Related to volcanics of ""normal evolution""",32.5333,113.85,China,
Mahuaping,Fluorite,Tin-granite-related,27.3,100.0833,China,
Shuangjiangkou,Fluorite,Deposit type unclassified,26.95,112.8675,China,
Sumochagan Obo,Fluorite,"Related to volcanics of ""normal evolution""",43.1231,111.27,China,
Taolin,Fluorite,Tin granite,29.3667,113.45,China,
Yangjia-Wuyi,Fluorite,"Related to volcanics of ""normal evolution""",28.9893,119.8893,China,
Yinzishan,Fluorite,"Related to volcanics of ""normal evolution""",30.5833,119.8675,China,
Zhuancum,Fluorite,Deposit type unclassified,30.5333,118.7675,China,
Amba Dongar,Fluorite,Carbonatite-Related F,21.9969,74.0628,India,
Karadzhal,Fluorite,"Skarns, greisens, veins, and replacements related to strongly differentiated granites",49.9819,78.7299,Kazakhstan,
Adag,Fluorite,Alkaline-Volcanic-Related Epithermal F,46.5,109.333,Mongolia,
Berkh,Fluorite,Alkaline-Volcanic-Related Epithermal F,47.7733,111.1693,Mongolia,
Bor Ondor,Fluorite,Alkaline-Volcanic-Related Epithermal F,46.2681,109.4417,Mongolia,
Mushugai-Khudag,Fluorite,Carbonatite-Related F,44.3729,104.1629,Mongolia,
Urgun (Örgön),Fluorite,Alkaline-Volcanic-Related Epithermal F,44.7058,110.7389,Mongolia,
Zuum-Tsagaan-Del,Fluorite,Alkaline-Volcanic-Related Epithermal F,46.3671,110.0417,Mongolia,
Kalat district,Fluorite,Mississippi Valley-type F,29.4379,67.1485,Pakistan,
Auninsky,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,54.9,113.1167,Russia,
Chaakhol,Fluorite,Carbonatite-Related F,51.9097,92.3972,Russia,
Kalangui,Fluorite,"Related to volcanics of ""normal evolution""",51.0108,116.5294,Russia,
Karasug,Fluorite,Carbonatite-Related F,51.3051,92.1325,Russia,
Naransky,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,50.9167,105.6167,Russia,
Pogranichny,Fluorite,Tin-granite-related,44.1667,132.1833,Russia,
Suran I & Suran II,Fluorite,Subalkaline-volcanic-related epithermal veins and replacements,53.837,57.8089,Russia,
"Yermakovka (Yermakovsky, Ermakovsky)",Fluorite,Peralkaline to Alkaline-Intrusion-Related F,51.6737,109.5605,Russia,
Takob,Fluorite,Deposit type unclassified,38.8371,68.9387,Tajikistan,
Ban Hong,Fluorite,Subalkaline-Volcanic-Related Epithermal F,18.2127,98.8189,Thailand,
Doi Tao district,Fluorite,Deposit type unclassified,17.8792,98.775,Thailand,
Yang Hak district,Fluorite,Deposit type unclassified,13.3667,99.4667,Thailand,
Kizilcaören (a.k.a. Beylikahir),Fluorite,Carbonatite-Related F,39.617,31.365,Turkey,
Suppatash,Fluorite,Deposit type unclassified,41.2058,70.5331,Uzbekistan,
Nui Phao,Fluorite,Tin-granite-related,21.6479,105.667,Vietnam,
Moina,Fluorite; Beryllium,Tin-granite-related; Non-pegmatite,-41.4862,146.0687,Australia,
Speewah,Fluorite,Carbonatite-Related F,-16.4075,127.9839,Australia,
Argentolle,Fluorite,Salt-Related Carbonate-Hosted F,46.974,4.078,France,
Escaro,Fluorite,Salt-Related Carbonate-Hosted F,42.5414,2.3148,France,
Montroc,Fluorite,Salt-Related Carbonate-Hosted F,43.8211,2.3782,France,
Le Barlet,Fluorite,Salt-Related Carbonate-Hosted F,45.0492,3.4951,France,
Le Burc,Fluorite,Salt-Related Carbonate-Hosted F,43.8731,2.406,France,
Rossignol,Fluorite,Salt-Related Carbonate-Hosted F,46.4211,1.3081,France,
Pakozd,Fluorite,Tin granite,47.218,18.505,Hungary,
Bruncu Molentinu,Fluorite,Deposit type unclassified,39.436,9.475,Italy,
Muscadroxiu-GennaTres Montis-S'Acqua Frida (Silius mine),Fluorite,Salt-Related Carbonate-Hosted F,39.517,9.256,Italy,
Pianciano-Castel Giuliano,Fluorite,Tuffaceous Limy Lacustrine Sediment-hosted F,42.067,12.1441,Italy,
Santo Maria di Sala,Fluorite,Tuffaceous Limy Lacustrine Sediment-hosted F,42.5755,11.7469,Italy,
Asturias region,Fluorite,Salt-Related Carbonate-Hosted F,43.4277,-5.6219,Spain,
Osor,Fluorite,Salt-Related Carbonate-Hosted F,41.9497,2.593,Spain,
Sierra Gador district,Fluorite,Deposit type unclassified,36.9251,-2.5421,Spain,
Northern Pennine Orefield,Fluorite,Mississippi Valley-type F,54.7946,-2.1734,United Kingdom,
Southern Pennine Orefield,Fluorite,Mississippi Valley-type F,53.2743,-1.6929,United Kingdom,
Fission (Richardson) mine,Fluorite,Carbonatite-Related F,45.06,-78.19,Canada,
St. Lawrence district,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,46.9159,-55.4072,Canada,
Aguachile,Fluorite; Beryllium,Alkaline-Volcanic-Related Epithermal F; Carbonate-hosted Be,29.2582,-102.5424,Mexico,
El Refugio mine,Fluorite,"Related to volcanics of ""normal evolution""",21.5702,-100.1771,Mexico,
Encantada-Buenavista,Fluorite,Salt-Related Carbonate-Hosted F,28.5424,-102.4964,Mexico,
Las Cuevas,Fluorite,"Related to volcanics of ""normal evolution""",21.9441,-100.5816,Mexico,
Parral district,Fluorite,Deposit type unclassified,26.85,-105.8622,Mexico,
"La Azul deposit, Taxco district",Fluorite,Deposit type unclassified,18.589,-99.5446,Mexico,
Brown's Canyon district,Fluorite,Deposit type unclassified,38.6316,-106.0664,United States of America,Colorado
Crystal Mountain,Fluorite,"Skarns, greisens, veins, and replacements related to strongly differentiated granites",46.0062,-113.8881,United States of America,Montana
Daisy mine,Fluorite,Alkaline-Volcanic-Related Epithermal F,36.8896,-116.6811,United States of America,Nevada
Great Eagle,Fluorite,Alkaline-Volcanic-Related Epithermal F,32.7255,-108.6763,United States of America,New Mexico
Hicks Dome,Fluorite; Beryllium,Carbonatite-Related F; Pegmatite,37.521,-88.354,United States of America,Illinois
Huckleberry mine,Fluorite,Alkaline-Volcanic-Related Epithermal F,33.3171,-108.8214,United States of America,New Mexico
Illinois-Kentucky fluorspar district,Fluorite; Gallium,Mississippi Valley-type,37.299,-88.235,United States of America,Kentucky
Indian Peak district,Fluorite,Alkaline-Volcanic-Related Epithermal F,38.2167,-113.8333,United States of America,At Cougar Spar Mine
Jamestown district,Fluorite,Peralkaline to Alkaline-Intrusion-Related F,40.128,-105.3987,United States of America,"At Burlington Mine, Colorado"
Lost River,Fluorite; Beryllium; Tin,Skarn and Greisen-Hosted Be-F,65.4756,-167.155,United States of America,Alaska
Meyers Cove,Fluorite,Subalkaline-volcanic-related epithermal veins and replacements,44.8541,-114.5036,United States of America,"At Big Lead Mine, Idaho"
Northgate district,Fluorite,"Alkaline-volcanic-related epithermal veins, breccia-fills, and carbonate replacements",40.9244,-106.2744,United States of America,"At Pender Mine, Colorado"
Rome occurrence,Fluorite,Tuffaceous Limy Lacustrine Sediment-hosted F,42.808,-117.7199,United States of America,Oregon
Sweetwater district,Fluorite; Barite,Mississippi Valley-type F; Residual,35.6014,-84.4611,United States of America,Tennessee
White Eagle,Fluorite,Alkaline-Volcanic-Related Epithermal F,32.6123,-107.7541,United States of America,New Mexico
Cerros Negros,Fluorite,"Volcanics of ""normal"" evolution",-32.5019,-64.7945,Argentina,
Mato Preto,Fluorite,Carbonatite-Related F,-24.7471,-49.181,Brazil,
Santa Catarina district,Fluorite,"Alkaline-intrusion-related veins, skarns, and carbonate replacements",-26.6222,-49.2595,Brazil,At Shaft 3 on the Segunda Linha Torrens vein
Abbeytown,Gallium,Ga in Mississippi Valley-type,54.22,-8.53,Ireland,
Açailândia,Gallium,Ga in Bauxite,-4.924555556,-47.50518056,Brazil,
Adamaoua,Gallium,Ga in Bauxite,7.412991666,13.43713889,Cameroon,
Admiral Bay,Gallium,Ga in Mississippi Valley-type,-19.22694444,122.28,Australia,
Afterthought,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.733333,-122.083333,United States of America,California
Alapaevsk,Gallium,Ga in Bauxite,57.84418333,61.69873889,Russia,
Alcoa,Gallium,Ga in Bauxite,-32.037045,115.832882,Australia,
Almeirim,Gallium,Ga in Bauxite,-0.898852778,-52.37746111,Brazil,
Amapá,Gallium,Ga in Bauxite,1.439111111,-52.02201111,Brazil,
Amarkantak,Gallium,Ga in Bauxite,22.70652778,81.73929444,India,
Ammonoosuc,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.268611,-71.630833,United States of America,New Hampshire
Anantagiri Hills,Gallium,Ga in Bauxite,18.344624,82.863149,India,
Andoom,Gallium,Ga in Bauxite,-12.53387778,141.8369083,Australia,
Angarsky,Gallium,Ga in Bauxite,52.46005556,103.9765028,Russia,
Antler,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",63.819722,-148.96,United States of America,Alaska
Apex Mine,Gallium; Germanium; Indium,Ga and Ge in Kipushi Cu-Zn,37.069444,-113.803611,United States of America,Utah
Aqtas,Gallium,Ga in Bauxite,49.84176667,73.01838611,Kazakhstan,
Arctic,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",67.173889,-156.386944,United States of America,Alaska
Arditurri,Gallium,Ga in Clastic-dominated Pb-Zn,43.17,-1.49,Spain,
Arqalyk,Gallium,Ga in Bauxite,50.20211944,66.91935,Kazakhstan,
Ashland,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",33.272222,-85.955556,United States of America,Alabama
Astana,Gallium,Ga in Bauxite,51.20858056,71.51327222,Kazakhstan,
Auronzo,Gallium,Ga in Mississippi Valley-type,46.55097,12.44359,Italy,
Austinville,Gallium,Ga in Mississippi Valley-type,36.84694444,-80.92027778,United States of America,Virginia
Awaso,Gallium,Ga in Bauxite,6.247544445,-2.287402778,Ghana,
Bafangshan,Gallium,Ga in Clastic-dominated Pb-Zn,33.95,106.833333,China,
Bainiuchang,Gallium; Indium; Germanium,"Ga, Ge, and In in Clastic-dominated Sedimentary exhalative Pb-Zn",23.6,104.24,China,
Bakhuis Mountains,Gallium,Ga in Bauxite,4.348119444,-56.75009722,Suriname,Guyana
Balaklala,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.725278,-122.498056,United States of America,California
Bald Mountain,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",39.50905,-120.83936,United States of America,California
Ballinalack,Gallium,Ga in Mississippi Valley-type,53.635866,-7.462813,Ireland,
Balmat-Edwards,Gallium,Ga in Clastic-dominated Pb-Zn,44.25194444,-75.39972222,United States of America,New York
Bamboutos Mount,Gallium,Ga in Bauxite,5.680655555,10.21515833,Cameroon,
Barrett,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.9656,-67.22193,United States of America,Maine
Barzas,Gallium,Ga in Bauxite,55.54300833,86.095075,Russia,
Beatson,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",60.058333,-147.903333,United States of America,Alaska
Belgaum,Gallium,Ga in Bauxite,11.74665833,78.14452778,India,
Belinsky,Gallium,Ga in Bauxite,53.01426667,43.20978333,Russia,
Berdsk-Maisy,Gallium,Ga in Bauxite,54.662525,83.34286389,Russia,
Betts Cove,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",49.883333,-55.633333,Canada,
Biela Lipa,Gallium,Ga in Bauxite,44.716859,21.246906,Serbia,
Big Bend,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",39.691667,-121.431389,United States of America,California
Big Hill,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.965278,-67.211111,United States of America,Maine
Big Mike,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",40.542222,-117.556944,United States of America,Nevada
Big Syncline,Gallium,Ga in Clastic-dominated Pb-Zn,-29.25722222,18.80194444,South Africa,
Bilaspur,Gallium,Ga in Bauxite,22.09389722,82.20245278,India,
Binghampton,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.455833,-112.193889,United States of America,Arizona
Bintan Island,Gallium,Ga in Bauxite,0.781630555,104.5462667,Indonesia,
Black Angel,Gallium,Ga in Clastic-dominated Pb-Zn,71.132778,-51.282778,Greenland,
Black Mountain,Gallium,Ga in Clastic-dominated Pb-Zn,-29.2325,18.73027778,South Africa,
Bleiberg,Gallium,Ga in Mississippi Valley-type,46.625,13.65166667,Austria,
Bleikvassli,Gallium,Ga in Clastic-dominated Pb-Zn,65.923333,13.879722,Norway,
Bleiriese,Gallium,Ga in Mississippi Valley-type,46.72903,13.58206,Austria,
Blue Ledge,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",41.95,-123.116667,United States of America,California
Blue Moon,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",35.467778,-115.513333,United States of America,California
Boddington,Gallium,Ga in Bauxite,-32.8,116.467,Australia,
Boé,Gallium,Ga in Bauxite,11.74918889,-14.21701111,Guinea-Bissau,
Bokson,Gallium,Ga in Bauxite,51.626475,38.97150278,Russia,
Bonnifield,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",63.92,-147.38,United States of America,Alaska
Britannia,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",49.61,-123.141667,Canada,
Broken Hill,Gallium,Ga in Clastic-dominated Pb-Zn,-31.966667,141.466667,Australia,
Broken Hill,Gallium,Ga in Clastic-dominated Pb-Zn,-29.257222,18.801944,South Africa,
Bruce,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.545,-113.230278,United States of America,Arizona
BT,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",67.109722,-155.86,United States of America,Alaska
Buchans,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",48.825,-56.8583,Canada,
Buick,Gallium,Ga in Mississippi Valley-type,37.58,-91.13,United States of America,Missouri
Bully Hill-Rising Star,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.799167,-122.202778,United States of America,California
Bushy Park,Gallium,Ga in Mississippi Valley-type,-28.47416667,23.59694444,South Africa,
Callahan,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.346111,-68.8075,United States of America,Maine
Cannington,Gallium,Ga in Clastic-dominated Pb-Zn,-21.87,140.92,Australia,
Cape Bougainville,Gallium,Ga in Bauxite,-14.03701667,126.1258694,Australia,
Carajás,Gallium,Ga in Bauxite,-2.963127777,-51.85556389,Brazil,
Caribou,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",47.56133,-66.29644,Canada,
Carrickittle,Gallium,Ga in Mississippi Valley-type,52.51,-8.37,Ireland,
Carriére Sophie,Gallium,Ga in Bauxite,4.923425,-52.32712778,French Guyana,
Castine,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.3878547,-68.7997522,United States of America,Maine
Castro Verde,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.7,-8.083333,Portugal,
Cataguases,Gallium,Ga in Bauxite,-21.44748333,-42.87575556,Brazil,
Çatmakaya,Gallium,Ga in Bauxite,37.28606944,31.88466667,Turkey,
Central,Gallium,Ga in Bauxite,59.12580278,99.86051944,Russia,
Central Kentucky-Tennessee,Gallium,Ga in Mississippi Valley-type,36.725697,-85.39321,United States of America,Kentucky
Central Missouri,Gallium; Barite,"Ga in Mississippi Valley-type; Vein, cavity-fill, metasomatic",38.595833,-92.860278,United States of America,Missouri
Century,Gallium,Ga in Clastic-dominated Pb-Zn,-18.75,138.63,Australia,
Cevennes,Gallium,Ga in Mississippi Valley-type,43.92416667,3.622777778,France,
Changba,Gallium,Ga in Clastic-dominated Pb-Zn,33.97944444,105.6911111,China,
Cheremukhovo,Gallium,Ga in Bauxite,60.344,59.9853,Russia,
Chestatee,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.2942,-83.9997,United States of America,Georgia
Chester,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",47.11663,-66.23255,Canada,
Cirque,Gallium,Ga in Clastic-dominated Pb-Zn,57.50972222,-125.16,Canada,
Citronen Fjord,Gallium,Ga in Clastic-dominated Pb-Zn,83.08,-28.25,Greenland,
Claremont-Moneague,Gallium,Ga in Bauxite,18.35549444,-77.12307778,Jamaica,
Cockpit,Gallium,Ga in Bauxite,17.88581389,-77.15228056,Jamaica,
Copper Hill,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",38.501944,-120.966667,United States of America,California
Courtbrown,Gallium,Ga in Mississippi Valley-type,52.613941,-9.07139,Ireland,
Coxco,Gallium,Ga in Mississippi Valley-type,-16.53861111,136.1497222,Australia,
Crandon,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.470833,-88.919444,United States of America,Wisconsin
Crest,Gallium,Ga in Mississippi Valley-type,46.625,13.65166667,Austria,
Croker Island,Gallium,Ga in Bauxite,-11.16700278,132.5573556,Australia,
